txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,txtRazaoSocial,valPrincipal,txtTipoContratacao,txtObjetoContrato,coletado
Pregão,1.0,5,0.0,6018202000279742,12,26/08/2020,,0.0,9298,123768.0,84.0,123768.0,0.0,123768.0,123768.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,123768.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"CLORETO DE SÓDIO 9 MG/ML (0,9% - 0,154 mEq/ML Na+)

SOLUÇÃO INJETÁVEL SISTEMA FECHADO 250 ML/CLORETO DE SÓDIO 9 MG/ML (0,9% - 0,154 mEq/ML Na+)

SOLUÇÃO INJETÁVEL SISTEMA FECHADO 100 ML/ÁGUA PARA INJEÇÃO SISTEMA FECHADO 500 ML",03/09/21
Pregão,1.0,2,0.0,6016202000316175,12,06/10/2020,,0.0,9299,437065.78,16.0,437065.78,0.0,437858.64,437858.64,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,437858.64,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão na unidade.,03/09/21
Pregão,1.0,5,0.0,6018202000331221,12,28/06/2020,,0.0,9300,13250.0,84.0,13250.0,0.0,13250.0,13250.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,13250.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SMS-CDMEC AQUISIÇÃO DE ESPELHO BUCAL - RECURSO 1168,03/09/21
Pregão,1.0,2,0.0,6016202000375821,12,06/10/2020,,0.0,9301,583760.79,16.0,583760.79,0.0,583760.79,583760.79,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,583760.79,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000382429,12,06/10/2020,,0.0,9302,606666.39,16.0,606666.39,0.0,606666.39,606666.39,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,606666.39,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000382445,12,06/10/2020,,0.0,9303,246148.11,16.0,246148.11,0.0,246148.11,246148.11,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,246148.11,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Não Aplicável,1.0,30,0.0,6025202000067484,8,22/02/2020,,0.0,9304,7000.0,25.0,7000.0,0.0,7000.0,7000.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,7000.0,Nota de Empenho para Fornecimento de Serviços,"PAGTO POR INDENIZAÇAO - CCCM DA JUVENTUDE RUTH CARDOSO - Realização do evento ""Show Baile da Chiquita com Bia Goes e Banda"", ",03/09/21
Pregão,1.0,2,0.0,6016202000316116,12,06/10/2020,,0.0,9305,363612.66,16.0,363612.66,0.0,363612.66,363612.66,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,363612.66,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Não Aplicável,1.0,5,0.0,6021201800236027,8,30/06/2020,,0.0,9306,0.0,21.0,0.0,141.3,0.0,141.3,2020,,Procuradoria Geral do Município - PGM,141.3,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,141.3,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,PAGAMENTO DE DILIGÊNCIA OFICIAL DE JUSTIÇA -DEMAP ,03/09/21
Pregão,1.0,2,0.0,6016202000267247,12,06/10/2020,,0.0,9307,519117.21,16.0,519117.21,0.0,537233.1,537233.1,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,537233.1,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação - 2º Escalão – EMEI CEU Paulo Freire,03/09/21
Pregão,1.0,5,0.0,6018202000184580,12,28/07/2020,,0.0,9308,36396.0,84.0,36396.0,0.0,36396.0,36396.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,36396.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"ENOXAPARINA SÓDICA 20MG

(EQUIVALENTE A 100 MG/ML)
SOLUÇÃO INJETÁVEL SERINGA 0,2 ML /ENOXAPARINA SÓDICA 40 MG

(EQUIVALENTE A 100 MG/ML)
SOLUÇÃO INJETÁVEL SERINGA 0,4 ML /ENOXAPARINA SÓDICA 60 MG

(EQUIVALENTE A 100 MG/ML)
SOLUÇÃO INJETÁVEL SERINGA 0,6 ML ",03/09/21
Pregão,1.0,2,0.0,6016202000382437,12,06/10/2020,,0.0,9309,497266.26,16.0,497266.26,0.0,497266.26,497266.26,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,497266.26,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000082130,7,09/06/2020,,0.0,9310,3500.0,25.0,3500.0,0.0,3500.0,3500.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3500.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO:  Sarau - Oralidade e estética na poesia falada - Cultura Online.

",03/09/21
Não Aplicável,1.0,5,0.0,6021201800236027,8,30/06/2020,,0.0,9311,141.3,21.0,141.3,0.0,141.3,141.3,2020,,Procuradoria Geral do Município - PGM,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,141.3,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,PAGAMENTO DE DILIGÊNCIA OFICIAL DE JUSTIÇA -DEMAP,03/09/21
Pregão,1.0,2,0.0,6016202000276963,12,06/10/2020,,0.0,9312,450952.8,16.0,450952.8,0.0,450952.8,476358.65,2020,,Secretaria Municipal de Educação,25405.85,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,476358.65,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão na unidade.,03/09/21
Pregão,1.0,2,0.0,6016202000382461,12,06/10/2020,,0.0,9313,346378.44,16.0,346378.44,0.0,346378.44,346378.44,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,346378.44,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000195149,12,06/10/2020,,0.0,9314,372446.76,16.0,372446.76,0.0,636639.9,636639.9,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,636639.9,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão na unidade,03/09/21
Dispensa de Licitação,1.0,41,0.0,6018202000259822,6,,,0.0,9315,0.0,84.0,0.0,0.0,0.0,0.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,430.45,Nota de Empenho de Serviços com fornecimento de materiais / peças,"sms-1 - Lanterna clínica, tipo lapiseira,",03/09/21
Pregão,1.0,2,0.0,6052202000012296,12,24/06/2021,11/06/2020,0.0,9316,4226.8,45.0,4226.8,7861.2,4226.8,12088.0,2020,009/SUB-ST/AJ/2020,Subprefeitura Santana/Tucuruvi,7861.2,25/06/2020,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,12088.0,Termo de Contrato - Serviços,"Contratação de prestação de locação da central de comunicação de voz hibrida, com DDR, com serviço de instalação, com gerenciamento e manutenção",03/09/21
Dispensa de Licitação,1.0,5,0.0,6018202000259822,6,11/07/2020,,0.0,9317,430.45,84.0,430.45,0.0,430.45,430.45,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,430.45,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"sms-1 Lanterna clínica, tipo lapiseira",03/09/21
Pregão,1.0,30,0.0,6033202000002220,12,16/11/2021,,0.0,9318,1226.4,44.0,817.6,0.0,2371.04,3393.04,2020,,Subprefeitura Casa Verde/Cachoeirinha,1022.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2452.8,Nota de Empenho para Fornecimento de Serviços,"Serviço telefônico fixo comutado – STFC, pelo período de doze meses, por meio de entroncamentos digitais com serviço de discagem direta e ramal – DDR",03/09/21
Pregão,1.0,2,0.0,6016202000359354,12,06/10/2020,,0.0,9319,350907.57,16.0,350907.57,0.0,350907.57,356132.5,2020,,Secretaria Municipal de Educação,5224.93,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,356132.5,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000359885,12,06/10/2020,,0.0,9320,266495.91,16.0,266495.91,0.0,266495.91,321875.42,2020,,Secretaria Municipal de Educação,55379.51,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,321875.42,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018202000284681,12,28/07/2020,,0.0,9321,15660.0,84.0,15660.0,0.0,15660.0,15660.0,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,15660.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,BETAMETASONA ACETATO 3 MG/ML + BETAMETASONA FOSFATO DISSODICO 3 MG/ML SUSPENSÃO INJETÁVEL AMPOLA 1 ML,03/09/21
Pregão,1.0,2,0.0,6016202000316191,12,06/10/2020,,0.0,9322,577172.73,16.0,577172.73,0.0,577174.35,577174.35,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,577174.35,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000360336,12,06/10/2020,,0.0,9323,490113.84,16.0,490113.84,0.0,513359.0,513359.0,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,513359.0,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,2,0.0,6016202000316035,12,06/10/2020,,0.0,9324,519920.4,16.0,519920.4,0.0,521212.2,521212.2,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,521212.2,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Inexigibilidade,1.0,30,0.0,6025202000084435,7,09/06/2020,,0.0,9325,700.0,25.0,700.0,0.0,700.0,700.0,2020,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,700.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - BMA - apresentação online ""Sua história no Brasil"".",03/09/21
Pregão,1.0,2,0.0,6016202000454950,12,06/10/2020,,0.0,9326,943062.81,16.0,943062.81,0.0,943851.87,943851.87,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,943851.87,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,5,0.0,6018202000267914,12,28/07/2020,,0.0,9327,1709.94,84.0,1709.94,0.0,1709.94,1709.94,2020,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1709.94,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,ÓXIDO DE ZINCO 150 A 250 MG/G + RETINOL (VIT. A) + COLECALCIFEROL (VIT. D) POMADA BISNAGA 45 G,03/09/21
Pregão,1.0,2,0.0,6016202000267212,12,06/10/2020,,0.0,9329,541811.67,16.0,541811.67,0.0,556296.78,556296.78,2020,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,556296.78,Termo de Contrato - Serviços,Serviços de Manutenção e Conservação previstos na modalidade de 2º escalão,03/09/21
Pregão,1.0,30,0.0,6046202000063670,12,03/04/2023,,377088.15,1,1179624.04,65.0,1085624.04,0.0,1488549.99,2574174.03,2021,,Subprefeitura Mooca,1085624.04,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1111461.84,Nota de Empenho para Fornecimento de Serviços,"Ata RP nº 15/SMSUB/COGEL/2019 - contratação da prestação de serviços de limpeza manual de galerias, córregos e canais, por meio de 02 (duas) equipes/mês, pelo período de 06 (seis) meses, a partir de 01/01/2021",03/09/21
Pregão,3.0,2,0.0,8610201800006762,12,04/02/2023,05/02/2020,60200.0,1,67755.54,15.0,51933.32,0.0,146866.64,146866.64,2021,,Cinema e Audiovisual de São Paulo,0.0,19/02/2020,CINEMA E AUDIOVISUAL DE SÃO PAULO,259999.92,Termo de Contrato - Serviços,"Fornecimento de equipamentos, implementação, manutenção e suporte de ambiente de infraestrutura de tecnologia da informação.",03/09/21
Dispensa de Licitação,16.0,30,0.0,8110202000009074,6,31/12/2021,,0.0,1,99331.53,80.0,99331.53,0.0,250000.0,250000.0,2021,,Fundação Paulistana de Educação Tecnologia e Cultura,0.0,,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,250000.0,Nota de Empenho para Fornecimento de Serviços,(Escola - CFCCT) - de 01/01/2021 a 31/12/2021 - (P) - Para fazer frente às despesas de fornecimento de energia elétrica em 2021,03/09/21
Dispensa de Licitação,18.0,2,0.0,20200247,6,28/12/2021,28/12/2020,0.0,1,2941231.09,9.0,2454357.09,0.0,5501097.7,8056520.48,2021,35/2020,Câmara Municipal de São Paulo,2555422.78,,CÂMARA MUNICIPAL,8083245.6,Termo de Contrato - Serviços,prestação de serviços para operacionalização do Programa de Estágio de Estudantes de nível médio e superior da CMSP.,03/09/21
Dispensa de Licitação,19.0,30,0.0,115842020,6,30/12/2021,,0.0,1,356864.61,10.0,295001.32,0.0,972474.0,972474.0,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,972474.0,Nota de Empenho para Fornecimento de Serviços,"Fornecimento de energia elétrica a este TCMSP edifício sede, anexos I, II, III e Escola de Contas, durante o exercício de 2021",03/09/21
Não Aplicável,30.0,2,0.0,7810201800006350,8,19/01/2023,19/01/2021,0.0,1,4916.66,5.0,4916.66,0.0,29500.0,29500.0,2021,7810.2018/0000635-0,São Paulo Urbanismo,0.0,22/01/2021,SÃO PAULO URBANISMO,59000.0,Termo de Contrato - Serviços,"Contratação de empresa especializada na prestação de serviços de monitoramento e gerenciamento local de imagens por fotografias e
vídeos, incluída a instalação, manutenção preventiva e corretiva dos equipamentos na modalidade de comodato, para os terrenos de propriedade da SÃO PAULO URBANISMO - SPUrbanismo, descritos abaixo e detalhados no Anexo I - Termo de Referência.",03/09/21
Inexigibilidade,85.0,2,0.0,8510202000004212,7,30/12/2021,,19740.0,1,23030.0,85.0,23030.0,0.0,39480.0,39480.0,2021,,Fundação Theatro Municipal de São Paulo,0.0,,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,19740.0,Termo de Contrato - Serviços,"Contratação de serviços profissionais de natureza artística para a função de Oficineiro de Prática de Dança Contemporânea junto a Escola de Dança de São Paulo, pelo período de 01 de janeiro a 30 de junho de 2021.",03/09/21
Não Aplicável,91.0,30,0.0,7610202100000392,8,30/12/2021,,0.0,1,3680.0,91.0,3680.0,0.0,156990.22,400000.0,2021,,Fundo Municipal de Habitação,243009.78,,Fundo Municipal de Habitação - COHAB,400000.0,Nota de Empenho para Fornecimento de Serviços,PAGAMENTO DE DESPESAS PROCESSUAIS - EXERCÍCIO 2021,03/09/21
Pregão,1.0,30,0.0,6046202000063769,12,03/04/2023,,662997.96,2,1483610.54,65.0,1263227.64,0.0,1956290.4,1956290.4,2021,,Subprefeitura Mooca,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1293292.44,Nota de Empenho para Fornecimento de Serviços,"Ata de Registro de Preços nº 06/SMSUB/COGEL/2019 -  contratação dos serviços de manutenção e conservação de galerias e demais dispositivos de drenagem, através de 02 equipes/mês, pelo período de 06 (seis) meses, a partir de 01/01/2021",03/09/21
Inexigibilidade,16.0,30,0.0,8110202000009139,7,31/12/2021,,0.0,2,36607.8,80.0,36607.8,0.0,200000.0,200000.0,2021,,Fundação Paulistana de Educação Tecnologia e Cultura,0.0,,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,200000.0,Nota de Empenho para Fornecimento de Serviços,(Escola - CFCCT) - de 01/01/21 a 31/12/21 - (P) - Para fazer frente às despesas de fornecimento de água e serviços de esgoto em 2021.,03/09/21
Inexigibilidade,19.0,30,0.0,115852020,7,30/12/2021,,0.0,2,151214.03,10.0,151214.03,0.0,576000.0,576000.0,2021,,Tribunal de Contas do Município de São Paulo,0.0,,TRIBUNAL DE CONTAS DO MUNICÍPIO DE SÃO PAULO,576000.0,Nota de Empenho para Fornecimento de Serviços,"Fornecimento de água e serviços de esgoto a este TCMSP (E. Sede, anexos I, II, III e Escola de Contas), durante o exercício de 2021.",03/09/21
Inexigibilidade,85.0,50,0.0,8510202100000251,7,30/12/2021,,11793.54,2,11203.86,85.0,11203.86,0.0,21031.81,21031.81,2021,,Fundação Theatro Municipal de São Paulo,0.0,,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,9238.27,Termo de Compromisso – Artigo 20 Lei Municipal 11.227/1992,"Termo de compromisso para a função de Instrumentista pré-profissional de Orquestra da Orquestra Experimental de Repertório, pelo período de 08 de fevereiro a 30 de junho de 2021.",03/09/21
Não Aplicável,1.0,22,0.0,6024201900053222,8,30/12/2025,,0.0,3,937965.31,93.0,843926.65,0.0,1220083.53,1220083.53,2021,024/2021,Fundo Municipal de Assistência Social,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5588386.29,Termo de Colaboração - Lei Federal 13.019/2014,CELEBRAÇÃO - SAICA - SA,03/09/21
Pregão,16.0,2,0.0,6022201900047779,12,28/02/2022,,0.0,3,127.8,80.0,127.8,0.0,433.15,433.15,2021,,Fundação Paulistana de Educação Tecnologia e Cultura,0.0,,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,511.26,Termo de Contrato - Serviços,"Contratação de empresa especializada para execução de serviços de manutenção preventiva e corretiva das instalações elétricas, condicionadores de ar, hidráulicas e civis nas dependências do imóvel que abriga SIURB, SMC, SMDET, FUNDATEC",03/09/21
Inexigibilidade,18.0,30,0.0,10012020,7,27/12/2021,,0.0,3,230123.63,9.0,198945.87,0.0,450000.0,700000.0,2021,,Câmara Municipal de São Paulo,250000.0,,CÂMARA MUNICIPAL,700000.0,Nota de Empenho para Fornecimento de Serviços,Empenho Estimativo 2021,03/09/21
Não Aplicável,83.0,30,0.0,7610202000030630,8,30/12/2021,,0.0,3,0.0,83.0,0.0,0.0,1000.0,3000.0,2021,,Companhia Metropolitana de Habitação de São Paulo,2000.0,,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,"para pagamento de Taxas para Emissão de certidões – Cadastro de Documentação Jurídica.
",03/09/21
Inexigibilidade,85.0,50,0.0,8510202100000260,7,30/12/2021,,11793.54,3,11203.86,85.0,11203.86,0.0,21031.81,21031.81,2021,,Fundação Theatro Municipal de São Paulo,0.0,,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,9238.27,Termo de Compromisso – Artigo 20 Lei Municipal 11.227/1992,"Termo de compromisso para a função de Instrumentista pré-profissional de Orquestra da Orquestra Experimental de Repertório,  pelo período de 08 de fevereiro a 30 de junho de 2021.",03/09/21
Não Aplicável,91.0,8,0.0,7610202000029801,8,30/12/2021,,0.0,3,7767730.0,91.0,7767730.0,0.0,15600000.0,15600000.0,2021,,Fundo Municipal de Habitação,0.0,,Fundo Municipal de Habitação - COHAB,15600000.0,Ordem de Execução de Serviço,"pagamento das remunerações da COHAB-SP nas fases de Regularização, Gestão, Administração, Produção e Comercialização - FMH",03/09/21
Pregão,1.0,2,0.0,6016202001105917,12,14/08/2023,10/02/2021,0.0,4,212445.23,16.0,173322.9,0.0,462706.79,527134.32,2021,446/SME/2021,Secretaria Municipal de Educação,64427.53,15/02/2021,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1317835.8,Termo de Contrato - Serviços,Serviços de transportes de pessoas e/ou pequenas cargas em veículos de passeio c/motorista e combustível p/atender SME/GAB e CODAE,03/09/21
Dispensa de Licitação,5.0,30,0.0,6310202000035077,6,18/01/2022,18/01/2021,206000.0,4,170508.1,3.0,170508.1,0.0,356000.0,356000.0,2021,,Instituto de Previdência Municipal de São Paulo,0.0,,INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE SÃO PAULO,150000.0,Nota de Empenho para Fornecimento de Serviços,Prestação de serviços de fornecimento de energia elétrica,03/09/21
Pregão,1.0,5,0.0,6018202100511833,12,03/08/2021,,0.0,12973,181.5,84.0,0.0,0.0,181.5,181.5,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,181.5,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - AGULHA, ANESTESIA,PERIDURAL,TUOHY,DESCARTAVEL,ESTERIL,17G X 3 1/2.",03/09/21
Inexigibilidade,1.0,30,0.0,6025202100122665,7,,,0.0,12974,0.0,25.0,0.0,0.0,1200.0,1200.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1200.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO:   Espetáculo Musical / Show - - Mês do Hip-Hop 2021 - Mazum - MC - Online

",03/09/21
Pregão,1.0,5,0.0,6018202100521006,12,02/08/2021,,0.0,12975,35360.0,84.0,35360.0,0.0,35360.0,35360.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,35360.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"SMS - CLONAZEPAM 2,5 MG/ML (0,25%) SOLUÇÃO ORAL GOTAS FRASCO 20 ML",03/09/21
Pregão,1.0,5,0.0,6110202100069839,12,03/08/2021,,0.0,12976,199940.4,84.0,199940.4,0.0,199940.4,199940.4,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,199940.4,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Covid19i - SMS AVENTAL, PROCEDIMENTO, NÃO TECIDO, SMS, DESCARTAVEL, IMPERMEAVEL , TAMANHO UNICO - FAF SS 55/EP05/2020 - RECURSO 730",03/09/21
Inexigibilidade,1.0,30,0.0,6025202100111426,7,22/07/2021,,0.0,12977,1200.0,25.0,1200.0,0.0,1200.0,1200.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1200.0,Nota de Empenho para Fornecimento de Serviços,"Objeto: Vivência Artístico Cultural - - Mês do Hip-Hop 2021 - Spike Cão Da Doze - MC - Online.

",03/09/21
Inexigibilidade,1.0,30,0.0,6025202100125877,7,23/07/2021,,0.0,12978,1500.0,25.0,1500.0,0.0,1500.0,1500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1500.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLINE - CCM CAMPO LIMPO - Palestras e debates - União Akasha - Bate-papo: A sobrevivência dos espaços independentes,03/09/21
